["Ok so in like three days or less my crewneck comes in HOPEFULLY", "Arkansas"] 
["What so adoration isn t enough for you Trump", "Washington"]
["HATE VA except it s not chin your chin isn t being used", "Washington"]
["C s F k the summer up playlist had Young Thug s song Constantly Hating and I was soooooo press like it just dropped", "Washington"]
["tears of joy amiright", "Washington"]
["who cares any more questions", "Washington"]
["sometimes I lowkey be missing them lol", "Washington"]
["", "Washington"]
["you are amazing in Daredevil but clearly a hero in real life thanks for fighting 4 justice amp equality", "Washington"]
["Blessings", "Washington"]
["Love waking up to a text in the morning from my boo", "Washington"]
["I hate you", "Washington"]
["", "Washington"]
["We finished a great tour of the we saw Bo Next lunch amp a Washington Monument tour everykidinthepark", "Washington"]
["Promposals a TLC original", "Washington"]
["yall gotta stop feeding these resellers these dumb ass prices its only gone get worse and worse", "Washington"]
["My Chuncky Stinky Face", "Washington"]
["ANTIWorldTour washingtondc awt rihannanavy sameolmistakes", "Washington"]
["First Listen Bleached Welcome The Worms", "Washington"]
["takes long showers", "Washington"]
["See our latest Washington DC job and click to apply Senior Graphics Designer 3D Art Veterans Hiring", "Washington"]
["Here is what we are witnessing the end of the on demand dream", "Washington"]
["Argentina Golpe de Estado del 24 de marzo de 1976 una herida sin curar", "Washington"]
["The DC budget via is out Visit for more info Ward7", "Washington"]
["Why can t I keep it together", "Washington"]
["wack", "Washington"]
["who else was charging niggas to get a follow back DM mention you had to pay him for him to interact with you online", "Washington"]
["Witcho flat eatin ahh", "Washington"]
["", "Washington"]
["Finishing terrapinmtn Sedalia Center", "Washington"]
["her dumb ass i respected minnie more than her", "Washington"]
["Call 4434335894 to register for our FREE Computer Skills class", "Washington"]
["she was heavy asf on my back", "Washington"]
["On this historic moment re upping my 2013 study with Adis Maksic on Karadzic s beginning as a politician", "Washington"]
["", "Washington"]
["AU s acceptance rate went down to 25", "Washington"]
["Nursing Job in Columbia MD RN Case Manager at Howard County General Hospital Jobs Hiring CareerArc", "Washington"]
["1GoalNLiFe you know me", "Washington"]
["i remember when niggas was asking 70 for supreme caps in high school and we thought they was taxing lol", "Washington"]
["KBG", "Washington"]
["Columbia MD Retail Job Store Associate at Vera Bradley Jobs Hiring", "Washington"]
["amp we was walking up a hill", "Washington"]
["First Listen Black Mountain IV blackmountain", "Washington"]
["Stannnn Aw Thank you", "Washington"]
["lyssssa you ve never seen me eat a sandwich bitch", "Washington"]
["My view from this morning s photo shoot cherryblossom tidalbasin jeffersonmemorial fullmoon", "Washington"]
["lorde you a hot fish grease ass nigga stop tweeting like you real before i post this police report of you snitching", "Washington"]
["Howard RYS16 Howard RYS16 Howard RYS16 Howard RYS16 Howard RYS16 Howard RYS16 Howard RYS16 Howard RYS16", "Washington"]
["Missing gate And the padlock on the swing is nice", "Washington"]
["Neither have I", "Washington"]
["1 Aries are stubborn we know we just don t care", "Washington"]
["FredEvents TODAY 03 25 TropicThursdaysDC Thursday Movement OpenBar 5pm 6pm African", "Washington"]
["You guys gotta come with a handle for Kasich how about bumblingJohnnyK", "Washington"]
["I totally agree w removing Assad he should have been gone after crossing Red Line years ago as I wrote PrayForWold", "Washington"]
["I m at home bout to cause some trouble with a friend then I m free", "Washington"]
["SLUGG Washington District of Columbia", "Washington"]
["", "Washington"]
["that s definitely probably what it is", "Washington"]
["who is protecting his daugjters", "Washington"]
["Starting a proper adventure today LeTourDesBosquet", "Washington"]
["What s the point If a D wants to win DJT needs to be the nominee Register as R and vote for Trump Help HRC win", "Washington"]
["lolove like right right off the water or up the block a bit", "Washington"]
["really", "Washington"]
["watching Lieberman describe with her hands how to use a female condom has been the highlight of my week", "Washington"]
["Can you recommend anyone for this job Uniform Room Manager cintasjobs Washington District of Columbia Sales", "Washington"]
["This boy just gave me his mcmuffin", "Washington"]
["HATE VA lol oh", "Washington"]
["Going back to the doctors in a bit", "Washington"]
["bitchmade niggas", "Washington"]
["Washington DC", "Washington"]
["STFUP", "Washington"]
["This beach week GM will be the death of me", "Washington"]
["My birthday", "Washington"]
["We have four slots available for CitizensFantasyBaseball this year 12tm head to head 7x6 Who s interested Nats Nationals", "Washington"]
["Facts", "Washington"]
["When she hit that whip", "Washington"]
["FredEvents 03 25 TropicThursdaysDC Thursday Movement OpenBar 5pm 6pm African Caribbean", "Washington"]
["", "Washington"]
["Can you recommend anyone for this BusinessMgmt job Washington DC Hiring CareerArc", "Washington"]
["Clan war tonight I ll be live streaming it from my YouTube so go check it out DeckardCole", "Washington"]
["Maybe consider coming as a vendor or presented next year We think your message is powerful and worth sharing with 2000", "Washington"]
["Throwback Thursday Treat 1997 ad for gift registry", "Washington"]
["doing this shit on my own nigga", "Washington"]
["The polls are looking great with leading in PA MD NY Wisconsin and CA We must still not be complacent amp GOTVforHillary", "Washington"]
["My student s concerned reaction to my lunch ground turkey stuffed red peppers Ms Stephanie you like nasty food", "Washington"]
["so dont be mad when i get in my shit amp ride out", "Washington"]
["KaylasThoughts", "Washington"]
["Which wrestlemania match will be the piss break match", "Washington"]
["", "Washington"]
["Cherry Blossum Festival with M amp D Cherry Blossoms in Washington DC", "Washington"]
["I don t see the difference in recent college grads and recent mom s We both need help tf", "Washington"]
["Good question considering I wasn t even a thought in my mother s head", "Washington"]
["YOU FOOL YOU THINK I WILL GIVE HER UP OVER ONE SHOE WHERE IS THE OTHER PAIR", "Washington"]
["Howard RYS16 Howard RYS16 Howard RYS16 Howard RYS16 Howard RYS16 Howard RYS16 HU", "Washington"]
["", "Washington"]
["tell me more", "Washington"]
["The Trump ascendency is rather similar to a Clickventure", "Washington"]
["VOA", "Washington"]
["ima say fuck everybody lol", "Washington"]
["First Listen Bombino Azel", "Washington"]
["Johnny s parents say they spend a total of 2 000 on promposals including confetti balloons spandex and spray tans", "Washington"]
["I can t tell if I love this life or hate it", "Washington"]
["This why Kenya MUST reform electoral body to avoid a recurrence of the 2007 08 poll pogroms", "Washington"]
["", "Washington"]
["I wish i had BobbiBrown Cosmetics money", "Washington"]
["Some of those females gonna run across the wrong dude and that dude will strike back", "Washington"]
["He had never forgotten help from a certified professional he will reoffend That s what sexual predators do", "Washington"]
["Our homie Verses family member and the feature of the night He killed his", "Washington"]
["If I let you talk me out of doing me then who would I be", "Washington"]
["FOREVER EXSPECT TGR WORSE CAUSE THESE NIGGAS DONT CHANGE", "Washington"]
["A few of my Top not so Secret nutrition tips gt Staying on track is Not always easy even", "Washington"]
["aint mg cant hang around we", "Washington"]
["D Cohen Yes yes yes", "Washington"]
["Chipotle or Chick Fil A", "Washington"]
["im bouta make a coat of arms with an Uzi in it", "Washington"]
["If you don t build your dream someone will hire you to help build theirs", "Washington"]
["Anyone wanna take a day trip to the beach", "Washington"]
["When I die remember what you said", "Washington"]
["Were it not for Cruyff I may never have fallen in love with the game", "Washington"]
["Chocolate Ice Cream is the bestttt", "Washington"]
["Jaw dropping interactive Political spying hasn t just happened in US its been ongoing for a century", "Washington"]
["Arepas Benedict at OpenCity in DC Brunch Foodie Open City DC", "Washington"]
["TallNTatted I Won t I Learned My Lesson", "Washington"]
["", "Washington"]
["condemns NC anti LGBT law signed by No citizen should face state sanctioned discrimination", "Washington"]
["Is stupid written on my face", "Washington"]
["I m doing my part Trying to stay humble and peaceful Please don t push", "Washington"]
["FredEvents TODAY 03 25 TropicThursdaysDC Thursday Movement OpenBar 5pm 6pm African", "Washington"]
["explain", "Washington"]
["But irs all worth it fir that peer pressured yes", "Washington"]
["Niggas blow up my phone and the only man I want to talk and be with is you but you said you need your space and time", "Washington"]
